age,job,marital,education,balance,housing,loan,deposit
57,blue-collar,married,primary,179,no,no,no
39,management,married,tertiary,763,yes,no,yes
49,services,married,secondary,320,no,no,yes
38,technician,married,secondary,1960,yes,no,no
27,blue-collar,married,secondary,818,yes,no,no
30,admin.,married,secondary,2678,yes,no,no
38,admin.,married,tertiary,1980,no,no,no
36,management,married,tertiary,1582,no,no,no
38,retired,single,unknown,62,no,no,no
59,housemaid,married,primary,235,no,no,no
37,management,married,tertiary,489,yes,no,no
29,self-employed,married,tertiary,3931,yes,no,no
43,blue-collar,married,secondary,699,yes,yes,yes
33,technician,married,secondary,58,yes,no,no
54,housemaid,divorced,secondary,1327,no,no,no
55,services,married,secondary,557,no,no,no
32,technician,single,tertiary,741,yes,no,no
48,management,married,primary,3230,yes,no,no
33,management,single,tertiary,1439,yes,no,no
46,admin.,married,secondary,120,yes,no,no
44,management,married,tertiary,1058,no,no,yes
47,blue-collar,married,primary,881,yes,no,no
38,technician,married,secondary,6728,no,no,yes
80,retired,married,secondary,462,no,no,no
40,self-employed,married,secondary,167,yes,yes,no
43,entrepreneur,married,tertiary,1574,yes,no,no
32,technician,single,tertiary,1625,no,no,yes
39,management,married,tertiary,562,no,no,no
33,technician,married,secondary,9305,yes,no,no
31,technician,single,secondary,35,no,yes,no
36,management,single,tertiary,0,no,no,no
35,management,single,tertiary,2486,yes,no,no
25,services,single,secondary,368,no,no,no
33,management,single,secondary,1558,yes,no,no
23,blue-collar,single,primary,8627,yes,no,no
31,management,single,tertiary,2590,no,no,no
36,management,married,tertiary,0,yes,yes,no
44,technician,single,tertiary,900,yes,no,no
31,management,single,tertiary,385,yes,no,no
55,blue-collar,married,primary,1649,yes,no,no
51,housemaid,divorced,secondary,9228,no,no,yes
36,admin.,married,secondary,0,yes,yes,no
27,unemployed,single,tertiary,1,no,no,no
40,services,married,secondary,771,yes,no,no
49,services,married,secondary,280,yes,no,no
59,retired,married,primary,46,no,no,no
32,management,married,tertiary,2431,yes,no,yes
42,retired,single,tertiary,308,no,no,no
35,management,divorced,tertiary,160,yes,no,no
29,blue-collar,single,secondary,555,yes,no,no
29,technician,single,secondary,778,yes,no,no
37,blue-collar,single,secondary,48,no,no,no
49,admin.,married,primary,169,yes,no,no
51,services,divorced,secondary,12,yes,no,no
61,housemaid,married,primary,848,no,no,no
43,management,married,secondary,481,yes,no,no
42,services,married,tertiary,12223,yes,no,no
24,blue-collar,married,secondary,-254,yes,yes,no
46,self-employed,married,tertiary,1148,no,no,no
23,admin.,single,secondary,5,no,no,no
26,services,single,secondary,50,yes,no,no
43,blue-collar,divorced,primary,92,yes,no,no
35,technician,single,tertiary,470,yes,no,yes
38,technician,married,secondary,0,no,no,no
56,unemployed,divorced,primary,109,no,no,no
31,services,married,secondary,440,yes,no,no
32,management,single,tertiary,0,no,no,yes
28,services,single,secondary,2685,no,yes,no
26,admin.,divorced,secondary,-3,yes,no,no
49,management,married,tertiary,7007,no,no,no
33,admin.,married,secondary,220,yes,no,no
80,retired,married,primary,1548,no,no,no
40,blue-collar,married,secondary,326,yes,yes,no
42,technician,divorced,secondary,0,yes,no,no
46,blue-collar,married,secondary,123,no,no,no
32,management,single,tertiary,697,no,no,no
37,services,single,tertiary,223,yes,no,no
32,student,married,secondary,1694,yes,no,no
53,management,married,tertiary,4446,yes,no,no
39,management,married,tertiary,894,yes,no,no
31,technician,divorced,secondary,202,yes,no,no
34,management,single,tertiary,0,no,no,no
44,technician,married,tertiary,1707,no,no,no
35,technician,married,secondary,13658,yes,no,no
39,admin.,married,secondary,406,no,no,no
55,services,married,secondary,96,no,no,no
34,housemaid,married,secondary,0,yes,no,yes
39,technician,married,tertiary,-276,no,yes,no
58,retired,married,secondary,413,no,no,no
37,blue-collar,married,primary,655,yes,no,no
56,retired,divorced,primary,694,no,no,yes
32,admin.,single,secondary,10218,yes,no,no
41,technician,single,tertiary,1646,yes,no,yes
29,admin.,single,tertiary,14,no,no,no
44,management,married,tertiary,7635,no,no,no
24,blue-collar,married,secondary,9,yes,no,no
43,management,single,secondary,1029,yes,no,no
26,admin.,married,tertiary,2855,no,no,no
39,admin.,married,secondary,260,yes,no,no
49,blue-collar,married,secondary,2039,yes,no,yes
52,blue-collar,divorced,primary,-97,yes,yes,no
33,blue-collar,married,tertiary,1465,no,no,no
30,blue-collar,married,secondary,125,yes,no,no
32,technician,single,tertiary,930,no,no,no
27,management,single,tertiary,0,yes,no,no
58,blue-collar,married,primary,73,no,no,no
46,retired,married,primary,-35,yes,no,no
28,management,single,tertiary,1351,no,no,no
39,services,married,primary,1601,yes,no,no
41,services,married,unknown,88,yes,no,no
38,services,married,secondary,435,yes,no,no
50,unemployed,divorced,secondary,717,yes,no,no
56,services,married,secondary,705,yes,no,no
34,technician,married,secondary,1553,no,no,no
33,blue-collar,divorced,secondary,-131,yes,no,no
61,technician,married,secondary,1191,no,no,yes
36,admin.,single,secondary,47,no,yes,no
34,technician,married,tertiary,544,yes,yes,no
36,blue-collar,married,secondary,688,yes,no,no
45,management,married,tertiary,242,no,no,yes
27,student,single,tertiary,118,no,no,no
45,admin.,married,secondary,-388,yes,no,no
40,self-employed,married,tertiary,1603,no,no,no
36,management,single,secondary,1511,yes,no,yes
46,blue-collar,married,primary,147,yes,no,no
37,entrepreneur,married,tertiary,836,yes,no,no
36,technician,married,secondary,55,yes,no,no
37,admin.,married,secondary,1123,no,yes,no
22,student,single,tertiary,691,no,no,yes
51,services,married,secondary,0,no,yes,no
49,technician,married,secondary,12531,no,no,no
35,management,married,tertiary,552,yes,yes,no
50,housemaid,married,primary,0,no,no,no
31,services,married,tertiary,309,yes,yes,no
47,services,single,secondary,33,yes,no,no
59,blue-collar,married,secondary,681,yes,no,no
32,blue-collar,married,secondary,1787,yes,no,no
71,retired,married,tertiary,14220,yes,no,yes
31,management,single,tertiary,12569,no,no,yes
41,blue-collar,married,primary,4,no,no,no
35,blue-collar,married,primary,3587,yes,no,no
36,management,married,tertiary,254,no,no,no
46,blue-collar,divorced,primary,1712,no,no,no
46,blue-collar,married,secondary,4855,yes,no,no
47,technician,married,tertiary,2408,no,no,no
35,management,single,tertiary,252,yes,no,no
37,blue-collar,married,secondary,346,yes,no,no
56,admin.,married,secondary,45,no,no,yes
46,admin.,married,secondary,556,yes,yes,yes
44,management,divorced,tertiary,-710,yes,no,no
48,technician,single,tertiary,-551,yes,no,no
28,blue-collar,single,secondary,56,yes,no,no
38,entrepreneur,married,tertiary,1514,no,yes,no
34,management,single,tertiary,178,yes,no,no
56,technician,married,secondary,359,yes,no,no
55,retired,divorced,secondary,1580,no,yes,yes
44,blue-collar,divorced,secondary,221,no,no,no
38,technician,married,tertiary,1161,yes,no,no
53,retired,married,secondary,1278,yes,no,no
41,admin.,single,tertiary,982,no,no,no
34,technician,single,secondary,16,no,no,yes
34,management,single,tertiary,1,no,no,no
35,services,married,secondary,128,yes,no,no
38,entrepreneur,single,secondary,2543,no,no,yes
42,entrepreneur,married,tertiary,42045,no,no,no
56,blue-collar,married,primary,828,yes,no,no
37,management,divorced,tertiary,0,yes,no,no
47,housemaid,married,secondary,3940,yes,no,no
29,blue-collar,married,secondary,125,yes,no,no
41,management,married,tertiary,140,yes,no,no
43,technician,single,secondary,593,yes,no,no
38,self-employed,married,secondary,746,no,no,no
31,technician,married,secondary,589,yes,yes,no
32,management,single,tertiary,2343,no,no,no
40,management,married,tertiary,294,yes,no,no
45,admin.,married,secondary,644,no,yes,no
43,management,married,secondary,-26,yes,no,no
27,services,single,secondary,3354,yes,no,no
33,management,single,tertiary,23,no,no,no
37,admin.,married,secondary,7,yes,no,no
60,admin.,married,secondary,3735,no,no,yes
51,self-employed,married,unknown,2094,no,no,yes
44,blue-collar,married,secondary,508,yes,no,no
48,management,married,unknown,0,yes,no,no
57,blue-collar,married,primary,93,yes,no,no
29,technician,single,tertiary,0,yes,no,no
50,services,married,secondary,26394,no,no,no
36,services,married,secondary,-11,yes,no,no
49,technician,married,tertiary,523,yes,no,yes
49,technician,married,secondary,-74,yes,no,no
35,management,married,tertiary,0,no,no,no
39,technician,single,secondary,122,yes,no,no
34,blue-collar,married,primary,351,no,yes,no
57,self-employed,married,secondary,35,no,yes,no
37,technician,divorced,secondary,2610,yes,no,no
25,services,single,secondary,64,no,no,no
43,blue-collar,married,primary,60,no,no,no
37,blue-collar,married,secondary,342,yes,no,no
36,blue-collar,single,tertiary,1830,no,no,no
49,management,divorced,tertiary,1904,no,yes,no
38,management,single,tertiary,16957,yes,no,no
39,management,divorced,tertiary,26,no,no,no
40,management,married,tertiary,0,no,no,yes
34,admin.,married,secondary,79,yes,no,no
39,blue-collar,married,primary,2303,yes,no,yes
53,blue-collar,married,secondary,65,no,no,no
44,management,married,tertiary,332,yes,no,no
32,technician,divorced,secondary,-399,yes,no,no
50,technician,divorced,secondary,-54,yes,yes,yes
29,services,married,primary,-102,no,no,no
55,unemployed,married,tertiary,4809,yes,no,no
73,retired,married,primary,279,no,no,yes
52,technician,married,secondary,11,yes,no,no
49,services,married,secondary,2201,yes,no,no
63,retired,married,primary,8044,no,no,no
34,admin.,married,secondary,2374,yes,no,yes
32,admin.,single,secondary,92,yes,no,no
49,housemaid,married,tertiary,443,no,no,no
40,blue-collar,married,primary,1397,yes,no,no
53,entrepreneur,married,unknown,7,no,no,no
53,technician,married,tertiary,3177,no,no,no
43,blue-collar,married,primary,232,no,yes,no
35,management,single,secondary,81,yes,no,no
35,services,single,secondary,414,yes,no,no
25,student,single,tertiary,1433,yes,no,no
31,technician,single,unknown,187,no,no,no
48,management,married,tertiary,0,no,no,no
40,housemaid,married,secondary,4610,no,no,no
46,blue-collar,married,primary,1429,yes,no,no
30,services,single,secondary,334,no,no,no
47,services,married,secondary,2,no,yes,no
23,services,single,secondary,500,yes,no,no
29,technician,married,tertiary,43,yes,no,no
38,technician,married,secondary,4030,yes,no,no
56,housemaid,married,primary,306,no,yes,no
52,admin.,married,secondary,0,no,no,no
55,retired,married,secondary,168,no,no,no
43,entrepreneur,married,tertiary,210,no,no,no
34,blue-collar,married,secondary,518,yes,no,no
43,management,single,tertiary,1696,yes,no,yes
55,services,married,secondary,-31,no,yes,no
34,blue-collar,married,secondary,856,yes,no,no
34,management,single,tertiary,318,yes,no,no
43,self-employed,married,tertiary,64,no,no,no
39,blue-collar,married,primary,800,yes,no,no
39,technician,single,unknown,75,no,no,no
34,technician,single,secondary,347,yes,no,no
55,management,married,tertiary,2366,yes,yes,no
67,retired,married,tertiary,701,no,no,yes
34,entrepreneur,married,tertiary,475,yes,yes,no
47,blue-collar,married,secondary,3285,no,no,no
33,blue-collar,married,primary,925,no,no,no
45,entrepreneur,married,secondary,128,no,yes,no
36,blue-collar,married,secondary,1587,yes,no,no
59,technician,divorced,secondary,879,yes,no,no
33,services,married,secondary,478,no,no,yes
52,technician,divorced,secondary,280,no,no,no
53,blue-collar,married,primary,1868,no,no,no
41,unemployed,married,primary,819,no,no,no
45,blue-collar,married,secondary,4646,yes,no,no
60,self-employed,single,secondary,27,no,no,no
32,blue-collar,married,secondary,736,yes,no,no
28,management,single,tertiary,224,yes,no,no
31,technician,single,secondary,2544,no,no,yes
53,blue-collar,married,secondary,427,no,yes,no
58,management,married,tertiary,2764,no,no,no
38,blue-collar,married,secondary,376,yes,no,no
46,management,married,tertiary,523,yes,no,no
53,entrepreneur,married,tertiary,71,no,yes,no
56,retired,married,secondary,3948,no,no,no
52,services,single,secondary,1810,no,no,no
38,technician,married,secondary,994,no,no,no
37,services,married,primary,52,yes,no,no
37,blue-collar,married,primary,11,no,no,no
37,technician,married,secondary,0,no,no,no
66,retired,married,primary,747,no,no,no
44,blue-collar,married,primary,2657,yes,no,no
61,retired,married,secondary,313,no,yes,no
34,admin.,married,secondary,61,no,yes,no
33,admin.,single,secondary,2557,yes,no,no
30,services,divorced,secondary,0,yes,no,no
27,services,divorced,secondary,10,yes,no,no
37,services,married,secondary,658,yes,no,no
38,blue-collar,married,primary,1679,yes,no,no
35,management,single,tertiary,0,no,yes,no
50,technician,married,secondary,841,yes,no,no
39,management,married,secondary,0,yes,no,no
35,management,married,secondary,1160,yes,no,no
36,admin.,divorced,secondary,-37,yes,no,no
28,services,single,secondary,94,yes,no,no
39,self-employed,married,tertiary,585,yes,no,no
39,self-employed,married,secondary,235,no,no,no
30,blue-collar,single,secondary,2145,yes,no,yes
32,services,married,secondary,1464,yes,no,no
28,technician,married,secondary,232,yes,yes,no
47,technician,married,primary,187,yes,no,no
53,management,married,tertiary,12,no,no,no
57,blue-collar,married,primary,318,yes,no,no
47,services,married,secondary,405,no,yes,yes
56,management,married,tertiary,334,yes,no,no
38,admin.,married,primary,0,yes,no,no
52,blue-collar,married,primary,2,no,no,no
46,technician,married,secondary,966,yes,yes,no
57,blue-collar,married,primary,195,no,yes,no
42,blue-collar,divorced,unknown,0,no,no,no
57,unemployed,married,secondary,0,no,no,no
51,housemaid,married,secondary,260,no,no,no
53,self-employed,married,tertiary,451,yes,no,no
37,blue-collar,married,primary,3242,yes,no,no
47,self-employed,divorced,secondary,8515,yes,no,no
48,management,married,tertiary,1808,yes,no,yes
39,blue-collar,married,primary,20,yes,no,no
42,blue-collar,married,secondary,3068,yes,yes,no
36,management,married,tertiary,23,no,no,no
34,technician,single,secondary,1076,no,no,no
61,retired,married,primary,1060,yes,no,no
32,admin.,single,secondary,678,yes,no,yes
35,blue-collar,single,primary,1147,yes,yes,no
54,blue-collar,married,secondary,-630,no,no,no
31,management,married,tertiary,459,no,no,no
45,technician,divorced,secondary,976,yes,no,no
32,housemaid,married,tertiary,357,yes,no,no
52,unemployed,married,secondary,-9,no,no,no
36,admin.,single,secondary,1927,yes,no,no
31,services,married,secondary,500,yes,no,no
53,technician,married,secondary,9146,no,no,no
43,entrepreneur,married,secondary,59,no,no,no
47,housemaid,married,primary,0,no,no,no
46,blue-collar,married,primary,328,yes,no,no
34,management,divorced,secondary,291,no,no,no
55,technician,single,tertiary,-703,yes,no,no
23,admin.,single,secondary,589,yes,no,no
75,blue-collar,married,secondary,6053,no,no,no
